Dataset,Classifier,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,train_time,test_time
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6812339331619537,0.7242268041237113,0.7164948453608248,0.75,0.7757731958762887,0.7295457557045557,0.03189984965054289,0.12711596488952637,0.00762486457824707
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.493573264781491,0.4948453608247423,0.5128865979381443,0.5180412371134021,0.5025773195876289,0.5043847560490817,0.009694699807671098,0.518850564956665,0.17360639572143555
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.4652956298200514,0.4536082474226804,0.47164948453608246,0.4793814432989691,0.45103092783505155,0.464193146582567,0.010703092027015882,0.009060144424438477,0.057944536209106445
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.4961439588688946,0.5077319587628866,0.5154639175257731,0.5025773195876289,0.5077319587628866,0.5059298227016139,0.0063936962856323025,2.38972806930542,0.008589744567871094
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.22879177377892032,0.20103092783505155,0.4381443298969072,0.3582474226804124,0.35309278350515466,0.31586144753928924,0.08820773540731729,0.04685473442077637,0.006798982620239258
steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.39331619537275064,0.42783505154639173,0.4690721649484536,0.2422680412371134,0.25257731958762886,0.3570137545384677,0.09269752783143834,0.5712378025054932,0.009714841842651367
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.835,0.785,0.8,0.8025,0.8,0.8045,0.016462077633154302,0.03475332260131836,0.005781888961791992
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.83,0.835,0.82,0.7975,0.82,0.8205,0.012884098726725118,0.15089631080627441,0.07920050621032715
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.83,0.8175,0.845,0.8275,0.8325,0.8305,0.008860022573334665,0.010483741760253906,0.01793956756591797
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.735,0.74,0.7375,0.7225,0.7275,0.7325000000000002,0.006519202405202638,0.013612985610961914,0.00576472282409668
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.73,0.7225,0.73,0.615,0.7425,0.7080000000000001,0.04694145289613436,0.010545015335083008,0.006091594696044922
phoneme_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.845,0.8325,0.8175,0.8,0.845,0.828,0.01727715254317097,14.401740550994873,0.009186744689941406
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6325,0.6875,0.6725,0.65,0.69,0.6664999999999999,0.022169799277395364,0.34487414360046387,0.010449409484863281
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6325,0.7,0.715,0.6725,0.7175,0.6875,0.03181980515339465,0.38518810272216797,0.3900752067565918
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.6,0.64,0.595,0.61,0.65,0.619,0.02200000000000002,0.01093912124633789,0.05850815773010254
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.7,0.7175,0.7525,0.72,0.73,0.724,0.017219175357722556,1.3092825412750244,0.010185956954956055
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.6225,0.5325,0.5675,0.5925,0.5575,0.5745000000000001,0.030757112998459426,0.018091917037963867,0.007394552230834961
jannis_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.695,0.6675,0.705,0.675,0.7,0.6885,0.014628738838327769,3.175058126449585,0.009942054748535156
FOREX_eurdkk-day-High,DecisionTree,0.5570652173913043,0.5640326975476839,0.5776566757493188,0.5967302452316077,0.555858310626703,0.5702686293093235,0.015334109450277234,0.09306597709655762,0.007851123809814453
FOREX_eurdkk-day-High,SVM,0.5706521739130435,0.5613079019073569,0.5831062670299727,0.5694822888283378,0.5967302452316077,0.5762557753820637,0.012384284738093755,0.24773240089416504,0.13937163352966309
FOREX_eurdkk-day-High,KNN,0.5679347826086957,0.47956403269754766,0.49318801089918257,0.5149863760217984,0.547683923705722,0.5206714251865894,0.03298780257368886,0.013873577117919922,0.018041133880615234
FOREX_eurdkk-day-High,LogisticRegression,0.6766304347826086,0.6403269754768393,0.6512261580381471,0.7166212534059946,0.667574931880109,0.6704759507167397,0.026287631201290858,0.531958818435669,0.007715702056884766
FOREX_eurdkk-day-High,Perceptron,0.6032608695652174,0.5858310626702997,0.6239782016348774,0.6103542234332425,0.5204359673024523,0.5887720649212179,0.03631434653233452,0.01610589027404785,0.0064961910247802734
FOREX_eurdkk-day-High,MLP,0.5652173913043478,0.5776566757493188,0.5803814713896458,0.5722070844686649,0.6321525885558583,0.5855230422935671,0.0238841548039123,1.0728485584259033,0.008702993392944336
meta_instanceincremental.arff,DecisionTree,0.8,0.7333333333333333,0.9333333333333333,0.8,0.8571428571428571,0.8247619047619047,0.06696531745236932,0.011338949203491211,0.007051706314086914
meta_instanceincremental.arff,SVM,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7142857142857143,0.7295238095238095,0.007619047619047592,0.010329246520996094,0.007122993469238281
meta_instanceincremental.arff,KNN,0.9333333333333333,0.8,0.8666666666666667,0.7333333333333333,0.7857142857142857,0.8238095238095239,0.06933437989790972,0.007463693618774414,0.022760391235351562
meta_instanceincremental.arff,LogisticRegression,0.9333333333333333,0.5333333333333333,0.9333333333333333,0.7333333333333333,0.9285714285714286,0.8123809523809525,0.15929550115851485,1.2788653373718262,0.008367300033569336
meta_instanceincremental.arff,Perceptron,0.6666666666666666,0.8,0.6666666666666666,0.26666666666666666,0.7142857142857143,0.6228571428571429,0.18463422195889728,0.017261028289794922,0.007334232330322266
meta_instanceincremental.arff,MLP,0.5333333333333333,0.6666666666666666,0.6,0.6666666666666666,0.7857142857142857,0.6504761904761904,0.08376622258017531,0.296581506729126,0.009193181991577148
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6425,0.6525,0.705,0.655,0.6775,0.6665000000000001,0.02239419567655869,0.054883480072021484,0.00636601448059082
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6725,0.655,0.68,0.685,0.6625,0.671,0.01102270384252432,0.2539844512939453,0.14521050453186035
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.715,0.6875,0.71,0.695,0.665,0.6944999999999999,0.017776388834631153,0.012304544448852539,0.037073373794555664
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.6325,0.635,0.64,0.655,0.605,0.6335,0.016248076809271938,0.06666827201843262,0.006255149841308594
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.565,0.5575,0.5675,0.525,0.505,0.5439999999999999,0.024728526037756465,0.013051271438598633,0.006963014602661133
covertype_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.7225,0.7325,0.7675,0.7175,0.6575,0.7195,0.0355808937493144,5.160926818847656,0.008838176727294922
analcatdata_japansolvent,DecisionTree,0.8181818181818182,0.6363636363636364,0.6,0.7,0.8,0.7109090909090909,0.08651183456996599,0.007523298263549805,0.00548100471496582
analcatdata_japansolvent,SVM,0.8181818181818182,0.7272727272727273,0.8,0.7,0.8,0.7690909090909092,0.04656817627223893,0.008269548416137695,0.0060634613037109375
analcatdata_japansolvent,KNN,0.7272727272727273,0.7272727272727273,0.8,0.6,0.8,0.7309090909090911,0.07309000451724287,0.006484270095825195,0.010759830474853516
analcatdata_japansolvent,LogisticRegression,0.9090909090909091,0.6363636363636364,1.0,0.7,0.8,0.809090909090909,0.1328641884105099,0.016503095626831055,0.006147861480712891
analcatdata_japansolvent,Perceptron,0.9090909090909091,0.7272727272727273,1.0,0.5,0.6,0.7472727272727273,0.18616619252611208,0.007789134979248047,0.006317853927612305
analcatdata_japansolvent,MLP,0.8181818181818182,0.7272727272727273,0.9,0.8,0.8,0.809090909090909,0.055148185047647645,1.3709325790405273,0.008997201919555664
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.7775,0.8,0.7625,0.7725,0.7225,0.767,0.025416530054277665,0.08188724517822266,0.006357908248901367
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6975,0.6525,0.645,0.6725,0.62,0.6575,0.026124700955226267,0.297130823135376,0.13804888725280762
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.71,0.7275,0.665,0.69,0.65,0.6885,0.028354893757515643,0.008340835571289062,0.05719304084777832
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.7725,0.735,0.7625,0.775,0.7575,0.7604999999999998,0.014265342617687108,1.1474292278289795,0.008341312408447266
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.016956090927124023,0.006904125213623047
house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.63,0.7175,0.59,0.555,0.5,0.5985,0.07323933369440222,0.5775036811828613,0.008764505386352539
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.9925,0.9875,0.985,0.995,0.985,0.9890000000000001,0.004062019202317989,0.05902552604675293,0.007657766342163086
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.995,0.995,0.99,0.995,0.9925,0.9935,0.001999999999999996,0.03079533576965332,0.013900279998779297
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.995,0.9925,0.99,0.995,0.99,0.9925,0.0022360679774997916,0.009086132049560547,0.05948281288146973
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.995,0.9925,0.99,0.9925,0.995,0.993,0.0018708286933869665,0.2901899814605713,0.008466243743896484
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.9925,0.995,0.99,0.995,0.995,0.9935,0.001999999999999996,0.016083240509033203,0.006656646728515625
Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.9925,0.9925,0.9825,0.9925,0.9975,0.9915,0.00489897948556636,1.3245935440063477,0.010139703750610352
differentiated_thyroid_cancer_recurrence,DecisionTree,0.948051948051948,0.935064935064935,0.935064935064935,0.9342105263157895,0.881578947368421,0.9267942583732056,0.02318673299890063,0.012888193130493164,0.006645917892456055
differentiated_thyroid_cancer_recurrence,SVM,0.7532467532467533,0.8441558441558441,0.7532467532467533,0.8289473684210527,0.8552631578947368,0.8069719753930281,0.04465511234260411,0.01922297477722168,0.010077714920043945
differentiated_thyroid_cancer_recurrence,KNN,0.8441558441558441,0.8961038961038961,0.8701298701298701,0.8157894736842105,0.8947368421052632,0.8641831852358168,0.030759930104348993,0.009406566619873047,0.012863874435424805
differentiated_thyroid_cancer_recurrence,LogisticRegression,0.922077922077922,0.922077922077922,0.8961038961038961,0.8947368421052632,0.9078947368421053,0.9085782638414217,0.011934350089490758,0.15540838241577148,0.008591651916503906
differentiated_thyroid_cancer_recurrence,Perceptron,0.8831168831168831,0.8571428571428571,0.8961038961038961,0.868421052631579,0.9210526315789473,0.8851674641148325,0.022259274761358548,0.012534141540527344,0.0067234039306640625
differentiated_thyroid_cancer_recurrence,MLP,0.948051948051948,0.9090909090909091,0.8961038961038961,0.9342105263157895,0.881578947368421,0.9138072453861927,0.02434464676408983,3.7176012992858887,0.008856534957885742
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.66,0.6675,0.7075,0.71,0.7275,0.6945,0.026143832924802747,0.030356407165527344,0.006126880645751953
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.7325,0.705,0.7275,0.7125,0.77,0.7295,0.022549944567559373,0.19524288177490234,0.11390113830566406
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.7175,0.7575,0.7525,0.715,0.78,0.7445,0.024869660230891776,0.010816335678100586,0.015513896942138672
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.755,0.76,0.75,0.7525,0.745,0.7525000000000001,0.0050000000000000044,0.2574777603149414,0.00756382942199707
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.6425,0.55,0.56,0.69,0.54,0.5965,0.0592368128784795,0.010535478591918945,0.006494998931884766
bank-marketing_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.7225,0.665,0.6375,0.7425,0.735,0.7005000000000001,0.04163532154313212,0.8029069900512695,0.008696794509887695
FOREX_eursek-day-Close,DecisionTree,0.4592391304347826,0.5,0.46866485013623976,0.4986376021798365,0.5204359673024523,0.48939551001066217,0.022363134630165083,0.14863276481628418,0.007605552673339844
FOREX_eursek-day-Close,SVM,0.47554347826086957,0.5108695652173914,0.46321525885558584,0.5286103542234333,0.4986376021798365,0.4953752517474233,0.023591748978256766,0.24915409088134766,0.15573382377624512
FOREX_eursek-day-Close,KNN,0.5108695652173914,0.5108695652173914,0.49318801089918257,0.5068119891008175,0.5068119891008175,0.5057102239071201,0.006518760575630752,0.014224767684936523,0.019813060760498047
FOREX_eursek-day-Close,LogisticRegression,0.46467391304347827,0.48097826086956524,0.5258855585831063,0.547683923705722,0.4877384196185286,0.50139201516408,0.03064061201968634,0.926983118057251,0.008571863174438477
FOREX_eursek-day-Close,Perceptron,0.48097826086956524,0.49728260869565216,0.4877384196185286,0.5068119891008175,0.5040871934604905,0.4953796943490108,0.00975632464454582,0.012731790542602539,0.0066225528717041016
FOREX_eursek-day-Close,MLP,0.47282608695652173,0.4945652173913043,0.4768392370572207,0.5313351498637602,0.5449591280653951,0.5041049638668404,0.029063174375262252,1.0074820518493652,0.008134126663208008
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.5,0.4575,0.47,0.4975,0.4875,0.48250000000000004,0.01635542723379612,0.22013640403747559,0.008852958679199219
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.48,0.4875,0.485,0.5075,0.505,0.493,0.01111305538544643,0.5890486240386963,0.19626617431640625
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.475,0.4675,0.5025,0.54,0.5,0.497,0.025465663156493696,0.010523080825805664,0.06008648872375488
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.4375,0.49,0.46,0.485,0.475,0.46950000000000003,0.018999999999999993,0.33393216133117676,0.00882720947265625
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.395,0.39,0.34,0.2975,0.2725,0.33899999999999997,0.048749358970144416,0.059333086013793945,0.007733821868896484
first-order-theorem-proving_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.4925,0.4975,0.4625,0.5475,0.49,0.49800000000000005,0.027586228448267434,17.792903184890747,0.010766029357910156
metafeatures,DecisionTree,0.3333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.2,0.24,0.07999999999999999,0.010464668273925781,0.006632328033447266
metafeatures,SVM,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.29333333333333333,0.03265986323710903,0.012269258499145508,0.008109331130981445
metafeatures,KNN,0.26666666666666666,0.2,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.22666666666666666,0.09043106644167023,0.0075261592864990234,0.023596763610839844
metafeatures,LogisticRegression,0.2,0.2,0.06666666666666667,0.2,0.2,0.17333333333333334,0.053333333333333344,1.2167441844940186,0.008288145065307617
metafeatures,Perceptron,0.2,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.21333333333333332,0.077746025264604,0.02697587013244629,0.006846904754638672
metafeatures,MLP,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.14666666666666667,0.077746025264604,0.10448455810546875,0.008887290954589844
mental_health_detection,DecisionTree,0.2962962962962963,0.24074074074074073,0.3055555555555556,0.3333333333333333,0.25,0.28518518518518515,0.03484238467079033,0.016004323959350586,0.0063610076904296875
mental_health_detection,SVM,0.2962962962962963,0.28703703703703703,0.28703703703703703,0.28703703703703703,0.2962962962962963,0.2907407407407407,0.0045360921162651375,0.05210113525390625,0.022939443588256836
mental_health_detection,KNN,0.16666666666666666,0.18518518518518517,0.12962962962962962,0.2222222222222222,0.1388888888888889,0.1685185185185185,0.03333333333333333,0.010096073150634766,0.012189388275146484
mental_health_detection,LogisticRegression,0.35185185185185186,0.28703703703703703,0.28703703703703703,0.26851851851851855,0.3148148148148148,0.30185185185185187,0.029045161372885406,1.457472324371338,0.008958578109741211
mental_health_detection,Perceptron,0.18518518518518517,0.2222222222222222,0.28703703703703703,0.28703703703703703,0.19444444444444445,0.23518518518518516,0.044056952790260444,0.03311634063720703,0.006668567657470703
mental_health_detection,MLP,0.3425925925925926,0.3333333333333333,0.21296296296296297,0.3055555555555556,0.2777777777777778,0.29444444444444445,0.04662843819264508,0.46311378479003906,0.010534524917602539
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.9025,0.9275,0.885,0.9075,0.925,0.9094999999999999,0.015604486534327245,0.06306242942810059,0.006373167037963867
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.7725,0.77,0.745,0.76,0.7575,0.761,0.00982344135219425,0.1656792163848877,0.13523316383361816
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.9025,0.915,0.9025,0.9025,0.9025,0.9049999999999999,0.005000000000000026,0.009089469909667969,0.05501294136047363
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.8975,0.8925,0.89,0.8825,0.8975,0.892,0.005567764362830022,2.383053779602051,0.007909774780273438
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.6575,0.7075,0.67,0.6425,0.615,0.6585000000000001,0.030602287496198727,0.04491925239562988,0.006254434585571289
segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.9325,0.94,0.9275,0.92,0.92,0.9279999999999999,0.007648529270389144,3.753356695175171,0.010241508483886719
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6775,0.665,0.6375,0.635,0.615,0.6460000000000001,0.0223941956765587,0.3161463737487793,0.010604381561279297
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6625,0.6725,0.695,0.665,0.6875,0.6765,0.012708265027138819,0.3887784481048584,0.38764357566833496
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.6075,0.6175,0.6025,0.605,0.5975,0.6060000000000001,0.0066332495807108075,0.010341882705688477,0.056664466857910156
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.695,0.725,0.725,0.705,0.7225,0.7145,0.012288205727444526,1.2547307014465332,0.009284496307373047
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.5475,0.535,0.615,0.5175,0.6675,0.5765,0.056227217608556805,0.02057504653930664,0.0075495243072509766
jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.7025,0.675,0.6975,0.665,0.6775,0.6835000000000001,0.01419506956657838,2.8068735599517822,0.009856939315795898
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6647058823529411,0.7159763313609467,0.6568047337278107,0.7159763313609467,0.7041420118343196,0.6915210581273931,0.02561127127637247,0.026923418045043945,0.0060443878173828125
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.4823529411764706,0.47337278106508873,0.5325443786982249,0.5384615384615384,0.4437869822485207,0.4941037243299687,0.036179903343855936,0.0846860408782959,0.03788137435913086
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.6529411764705882,0.650887573964497,0.6390532544378699,0.6272189349112426,0.7100591715976331,0.6560320222763663,0.02854268417943506,0.00706028938293457,0.030742406845092773
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.788235294117647,0.7869822485207101,0.8284023668639053,0.8106508875739645,0.8165680473372781,0.8061677688827011,0.016200613169125036,1.433213710784912,0.008547544479370117
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.49411764705882355,0.2603550295857988,0.27218934911242604,0.3431952662721893,0.25443786982248523,0.3248590323703446,0.09041979668665079,0.026581525802612305,0.006731271743774414
vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.4764705882352941,0.5739644970414202,0.5976331360946746,0.6686390532544378,0.5976331360946746,0.5828680821441004,0.0619554253625818,0.8324930667877197,0.008724451065063477
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.715,0.6725,0.665,0.665,0.7,0.6835000000000001,0.020346989949375775,0.03763890266418457,0.006696462631225586
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6,0.545,0.57,0.51,0.56,0.5569999999999999,0.029597297173897467,0.29352259635925293,0.45377612113952637
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.5375,0.5575,0.525,0.5425,0.565,0.5455,0.014265342617687088,0.013467550277709961,0.01707911491394043
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.7775,0.7575,0.7525,0.7825,0.7875,0.7714999999999999,0.013928388277184131,1.1565821170806885,0.009989738464355469
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.4975,0.5025,0.505,0.4975,0.5,0.5005,0.0029154759474226454,0.013443946838378906,0.007212162017822266
credit_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.555,0.5125,0.66,0.665,0.5125,0.5810000000000001,0.06834837232882729,0.5367507934570312,0.008502483367919922
Credit_Approval_Classification,DecisionTree,0.715,0.685,0.64,0.69,0.665,0.679,0.025179356624028326,0.025509357452392578,0.007082700729370117
Credit_Approval_Classification,SVM,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.09615421295166016,0.037410736083984375
Credit_Approval_Classification,KNN,0.675,0.63,0.63,0.59,0.6,0.625,0.029664793948382676,0.011515378952026367,0.023122310638427734
Credit_Approval_Classification,LogisticRegression,0.71,0.655,0.715,0.695,0.625,0.6799999999999999,0.034641016151377525,1.0452907085418701,0.008555412292480469
Credit_Approval_Classification,Perceptron,0.705,0.315,0.7,0.3,0.695,0.5429999999999999,0.1923694362418313,0.014833450317382812,0.006180524826049805
Credit_Approval_Classification,MLP,0.72,0.655,0.72,0.695,0.67,0.692,0.026191601707417564,0.523756742477417,0.009218215942382812
hayes-roth,DecisionTree,0.6875,0.8125,0.84375,0.78125,0.84375,0.79375,0.05796011559684815,0.00807499885559082,0.005936384201049805
hayes-roth,SVM,0.8125,0.78125,0.84375,0.71875,0.71875,0.775,0.049999999999999996,0.01045536994934082,0.007449626922607422
hayes-roth,KNN,0.6875,0.5625,0.65625,0.59375,0.625,0.625,0.04419417382415922,0.008024454116821289,0.01143789291381836
hayes-roth,LogisticRegression,0.625,0.46875,0.53125,0.5,0.5,0.525,0.053764532919016415,0.04307413101196289,0.00586390495300293
hayes-roth,Perceptron,0.59375,0.40625,0.46875,0.375,0.59375,0.4875,0.09185586535436918,0.013607263565063477,0.005541563034057617
hayes-roth,MLP,0.78125,0.75,0.8125,0.8125,0.8125,0.79375,0.024999999999999998,1.9058446884155273,0.008399009704589844
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.49,0.495,0.505,0.48,0.5075,0.4955,0.010049875621120887,0.06217694282531738,0.006824970245361328
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.445,0.45,0.47,0.4375,0.455,0.45149999999999996,0.010908712114635706,0.39825987815856934,0.1761033535003662
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.44,0.415,0.3925,0.445,0.4375,0.426,0.019659603251337497,0.01299428939819336,0.016917943954467773
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.52,0.495,0.54,0.5225,0.525,0.5205,0.014525839046333961,2.2149031162261963,0.00798797607421875
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.2925,0.4475,0.45,0.02,0.0425,0.2505,0.18802526425988608,0.03557729721069336,0.0069735050201416016
wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.4825,0.48,0.51,0.46,0.505,0.4875,0.01816590212458495,1.80241060256958,0.009926319122314453
vertebra-column,DecisionTree,0.7741935483870968,0.7580645161290323,0.8548387096774194,0.7419354838709677,0.7741935483870968,0.7806451612903226,0.038977567656756695,0.009757757186889648,0.006011486053466797
vertebra-column,SVM,0.8870967741935484,0.8548387096774194,0.8548387096774194,0.8064516129032258,0.8709677419354839,0.8548387096774194,0.026989033114002452,0.011551856994628906,0.008293628692626953
vertebra-column,KNN,0.8225806451612904,0.8225806451612904,0.8548387096774194,0.7903225806451613,0.8548387096774194,0.829032258064516,0.024139725075960926,0.007269382476806641,0.011447668075561523
vertebra-column,LogisticRegression,0.8709677419354839,0.8387096774193549,0.9354838709677419,0.7741935483870968,0.8870967741935484,0.861290322580645,0.05359112169624563,0.3761115074157715,0.007398843765258789
vertebra-column,Perceptron,0.7258064516129032,0.7419354838709677,0.8064516129032258,0.7580645161290323,0.8225806451612904,0.7709677419354839,0.03734140936383944,0.013326883316040039,0.006146430969238281
vertebra-column,MLP,0.8225806451612904,0.8064516129032258,0.8387096774193549,0.7419354838709677,0.8064516129032258,0.803225806451613,0.03289690008769539,0.589829683303833,0.009048938751220703
Iris,DecisionTree,1.0,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.896551724137931,0.9526436781609195,0.03508591271398976,0.008602142333984375,0.006543636322021484
Iris,SVM,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9310344827586207,0.9662068965517243,0.03033786057254919,0.008907794952392578,0.007012844085693359
Iris,KNN,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9310344827586207,0.9662068965517243,0.03033786057254919,0.0072481632232666016,0.0108642578125
Iris,LogisticRegression,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9310344827586207,0.9662068965517243,0.03033786057254919,0.09832262992858887,0.00640416145324707
Iris,Perceptron,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.43333333333333335,0.6551724137931034,0.6177011494252873,0.09229133534626831,0.01482844352722168,0.006623029708862305
Iris,MLP,1.0,1.0,0.9,1.0,1.0,0.9800000000000001,0.039999999999999994,0.9961333274841309,0.008358240127563477
oil_spill,DecisionTree,0.9414893617021277,0.973404255319149,0.9358288770053476,0.946524064171123,0.9625668449197861,0.9519626806235066,0.013941004290836955,0.07095670700073242,0.009006261825561523
oil_spill,SVM,0.9521276595744681,0.9574468085106383,0.9572192513368984,0.9572192513368984,0.9572192513368984,0.9562464444191603,0.0020612773926171925,0.024097919464111328,0.015789270401000977
